time;EEG_F3;EEG_Fz;EEG_F4;EEG_T7;EEG_C3;EEG_Cz;EEG_C4;EEG_T8;EEG_CP3;EEG_CP4;EEG_P3;EEG_Pz;EEG_P4;EEG_PO7;EEG_PO8;EEG_Oz;A_1_1;B_1_2;C_1_3;D_1_4;E_1_5;F_1_6;G_2_1;H_2_2;I_2_3;J_2_4;K_2_5;L_2_6;M_3_1;N_3_2;O_3_3;P_3_4;Q_3_5;R_3_6;S_4_1;T_4_2;U_4_3;V_4_4;W_4_5;X_4_6;Y_5_1;Z_5_2;Sp_5_3;1_5_4;2_5_5;3_5_6;4_6_1;5_6_2;6_6_3;7_6_4;8_6_5;9_6_6;StimulusType;SelectedTarget;StimulusBegin;CurrentTarget
50.4;1.7;-0.3;-2.7;7.2;3.3;1.6;-0.5;3.4;0.9;-1.3;3.1;4.8;0.5;-1.4;-4.1;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-1.5;-2.9;-4.8;5.0;1.3;0.5;0.2;3.4;-1.6;-0.2;1.4;3.8;0.9;-2.1;-2.6;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-5.1;-6.2;-6.0;0.4;-1.6;-2.3;-0.8;2.5;-6.8;-1.0;-3.0;0.0;-0.7;-3.7;-2.5;-4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-10.0;-12.3;-7.9;-7.2;-7.1;-8.8;-5.3;-1.2;-12.6;-5.1;-9.6;-6.5;-4.5;-7.8;-4.2;-10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-15.9;-18.7;-11.2;-15.2;-13.1;-14.9;-9.7;-4.6;-16.4;-9.1;-14.4;-11.6;-7.5;-11.5;-5.2;-15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-19.6;-20.6;-12.8;-18.4;-15.0;-15.9;-9.7;-3.8;-17.2;-9.1;-14.9;-12.3;-7.4;-11.4;-3.4;-15.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-17.9;-16.8;-10.6;-15.6;-12.0;-12.1;-6.3;-0.8;-15.6;-6.1;-12.1;-9.5;-4.8;-8.3;0.1;-11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-11.6;-11.2;-7.5;-10.7;-6.9;-7.6;-3.7;-0.4;-11.6;-3.1;-7.8;-5.3;-1.3;-4.5;4.1;-5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-5.1;-6.7;-6.8;-7.6;-1.9;-3.6;-2.2;-3.0;-5.5;-0.7;-2.1;-0.2;2.5;-0.5;8.7;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-1.1;-3.4;-8.0;-6.4;2.4;0.4;-0.4;-5.6;-0.5;1.9;3.2;4.7;5.7;3.6;13.0;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;1.3;-1.5;-8.4;-5.8;4.9;2.7;0.7;-8.0;0.1;2.8;4.9;6.2;6.0;5.5;13.9;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;3.3;-2.6;-8.4;-6.0;4.1;0.8;-1.7;-11.8;-2.8;-0.2;2.3;3.4;2.9;3.3;10.4;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;3.1;-6.4;-9.8;-7.2;0.6;-4.1;-6.0;-15.0;-5.6;-5.0;-1.2;-0.7;-1.1;-0.3;5.3;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.4;-1.2;-9.7;-11.6;-7.3;-3.2;-7.2;-8.2;-13.7;-7.1;-7.5;-2.6;-2.4;-3.2;-1.8;2.1;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-7.3;-10.4;-11.0;-5.7;-5.4;-7.3;-7.2;-8.6;-8.4;-7.2;-2.8;-2.4;-3.8;-1.4;0.4;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-10.4;-9.2;-8.1;-4.0;-6.3;-6.7;-6.5;-4.7;-9.6;-7.1;-3.3;-2.9;-4.8;-1.7;-1.8;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-9.2;-7.9;-6.2;-3.5;-6.4;-6.6;-7.3;-4.0;-8.4;-7.8;-2.9;-3.2;-5.6;-2.5;-4.1;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-5.8;-5.9;-6.8;-3.1;-4.9;-5.1;-6.8;-3.2;-4.7;-6.9;0.1;-1.4;-4.8;-1.7;-4.8;-0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-2.0;-2.1;-7.3;-1.2;-0.8;-1.2;-3.6;0.3;-1.0;-3.7;3.9;1.5;-3.0;1.1;-4.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;2.1;2.0;-5.3;2.7;4.8;2.7;-0.0;4.6;1.7;-0.7;6.4;3.5;-1.6;4.0;-4.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;5.7;4.2;-1.8;7.3;9.1;4.4;1.7;6.9;4.3;0.6;7.7;4.3;-0.4;5.8;-4.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;7.2;4.4;1.2;11.3;10.7;4.9;2.8;7.6;6.9;1.6;8.9;5.6;1.3;7.5;-2.3;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;6.4;4.9;3.9;14.3;10.5;6.0;4.7;7.8;7.7;3.1;9.7;7.1;3.1;9.9;0.6;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;5.2;5.9;6.7;15.0;9.2;6.3;5.7;6.6;5.4;3.3;8.5;6.7;3.1;11.5;2.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;4.8;5.3;7.9;11.7;6.3;3.6;3.2;2.7;1.8;0.4;5.3;3.5;0.7;10.7;0.6;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;4.3;2.7;6.0;5.1;2.6;-0.4;-0.7;-1.8;-0.5;-3.5;2.5;0.1;-2.0;8.7;-2.1;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;3.5;1.2;3.5;-0.2;0.9;-1.5;-1.8;-2.8;-1.1;-4.6;2.0;-0.8;-2.9;7.7;-3.5;2.9;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;3.5;2.4;3.9;-0.6;2.4;1.0;0.3;-0.5;-0.8;-2.8;2.7;0.2;-2.3;7.7;-3.6;2.6;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;4.5;4.1;6.2;2.3;4.5;3.3;2.2;1.0;0.2;-0.8;3.4;1.2;-1.1;6.9;-3.4;1.9;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;4.8;3.7;6.6;4.6;4.7;3.8;2.8;1.3;2.4;0.4;4.7;2.5;0.8;5.8;-2.2;1.9;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;2.6;2.3;4.0;4.2;3.9;4.0;3.9;3.1;4.6;2.3;6.9;4.6;3.4;6.0;0.7;3.5;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;-1.0;1.1;0.5;0.2;3.3;4.2;5.3;5.9;4.2;3.9;7.8;5.5;4.8;6.5;3.0;5.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;-5.0;-1.6;-2.5;-7.1;1.5;1.5;3.6;5.9;0.3;2.2;4.7;2.6;3.1;3.9;2.3;3.6;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;-9.9;-7.4;-6.1;-15.3;-3.7;-4.9;-1.3;2.0;-5.5;-2.8;-1.7;-3.4;-0.9;-2.2;-1.0;-0.8;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1000000.0;21000000.0
50.5;-16.5;-14.4;-10.5;-20.6;-11.9;-11.6;-5.8;-2.2;-11.5;-7.3;-8.2;-9.0;-4.6;-8.3;-4.3;-5.6;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-22.5;-19.0;-14.0;-20.7;-19.2;-15.3;-8.0;-4.6;-17.3;-9.7;-13.1;-12.8;-7.4;-11.2;-6.8;-9.3;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-24.0;-20.4;-15.3;-16.7;-22.6;-16.7;-10.0;-7.2;-21.5;-11.4;-16.3;-15.5;-9.9;-11.6;-8.8;-12.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-19.9;-20.3;-15.8;-11.9;-22.3;-17.4;-13.1;-11.4;-21.7;-13.3;-16.8;-16.6;-11.5;-11.0;-9.6;-13.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.5;-13.6;-19.3;-16.7;-8.5;-19.3;-16.5;-15.0;-14.3;-17.5;-13.6;-13.8;-15.0;-10.7;-9.2;-7.5;-11.4;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-8.3;-17.1;-16.9;-6.4;-14.3;-13.4;-13.6;-13.1;-12.5;-11.3;-9.4;-11.6;-8.2;-6.4;-3.5;-8.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-5.1;-14.4;-15.4;-5.3;-9.1;-10.2;-10.9;-9.2;-9.9;-8.6;-6.6;-9.3;-6.1;-4.3;-0.6;-5.9;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-3.6;-13.0;-13.1;-5.1;-5.8;-9.3;-9.5;-6.3;-8.4;-7.5;-5.5;-8.4;-4.8;-3.1;0.7;-5.0;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-3.6;-12.3;-11.7;-4.6;-3.8;-9.0;-8.3;-5.5;-5.1;-6.0;-2.7;-6.1;-2.3;-0.5;3.0;-2.2;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-4.6;-9.7;-10.5;-2.1;-0.8;-5.8;-4.9;-5.1;0.1;-2.2;3.1;-0.6;2.1;5.1;7.5;4.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-4.6;-4.8;-7.7;2.1;3.7;-0.5;-0.5;-4.8;4.1;2.2;8.7;5.1;6.2;11.4;11.8;10.9;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-2.5;-0.7;-3.9;5.1;7.0;2.7;1.4;-5.7;5.8;4.2;11.4;8.1;8.1;14.6;13.7;14.8;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;1.0;1.1;-1.3;5.0;8.3;3.5;1.2;-7.0;7.2;4.3;12.5;9.6;9.4;15.3;14.9;16.8;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;4.4;2.4;-0.6;3.7;9.1;4.8;2.3;-6.0;9.3;5.7;13.9;11.9;11.8;16.0;17.5;18.7;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;6.8;4.5;0.4;3.1;10.4;7.4;4.8;-2.9;9.9;7.9;14.6;13.6;13.5;16.5;19.1;19.2;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;7.8;5.4;2.6;3.7;10.2;8.1;5.5;-1.4;7.8;7.8;12.2;12.1;12.3;14.3;16.9;15.8;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;5.9;3.4;3.9;4.5;6.9;5.6;3.2;-2.9;4.8;4.8;8.2;8.3;8.9;9.7;12.0;9.8;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;0.7;0.1;3.0;5.2;2.4;2.7;0.9;-4.3;3.0;2.1;5.5;5.4;5.9;5.9;7.7;5.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-5.7;-1.7;1.4;5.5;-0.6;1.9;0.8;-3.0;1.3;1.3;4.4;4.0;3.7;4.3;5.0;3.1;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-10.3;-2.6;0.5;3.9;-2.5;0.8;0.3;-1.6;-2.2;-0.4;1.9;1.3;0.4;2.5;1.2;0.6;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
50.6;-12.5;-5.7;-1.5;-1.5;-5.8;-3.8;-3.6;-3.4;-7.0;-5.1;-2.8;-4.1;-4.6;-1.8;-4.4;-4.3;1000000.0;0.0;0.0;0.0;1000000.0;0.0;0.0;1000000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21000000.0
